,key_0,1_x,2_x,cluster_lab,1_y,2_y,cluster_lab_half2,subjects
0,131924,-19.186666,5.052786,3,33.971924,3.6953878,1,131924
1,692964,17.27499,12.390187,2,1.3374219,27.92348,0,692964
2,159946,-23.090307,0.77527195,3,23.239372,4.410473,1,159946
3,122822,13.033621,31.161682,0,35.80773,2.3550086,1,122822
4,352132,8.87458,-42.764572,1,-32.39247,-25.393684,2,352132
5,828862,29.595167,10.28841,2,-13.533621,34.261936,0,828862
6,127933,-20.832254,33.99102,0,-21.180027,5.2350936,2,127933
7,300618,-10.844589,-44.30655,1,-16.34851,-33.893333,3,300618
8,199251,24.591726,3.2742832,2,-5.3353496,20.476217,0,199251
9,120414,12.215754,3.9895265,2,-0.36018556,10.477054,0,120414
10,117930,21.893675,18.381384,2,-4.3715415,18.205082,0,117930
11,149741,8.322022,-7.1251483,2,-21.873983,10.402539,2,149741
12,656657,26.443645,22.910858,2,33.458504,-4.2970943,1,656657
13,211922,-9.667184,-3.5794332,3,16.404545,-1.3632939,1,211922
14,205725,7.250784,-35.328415,1,-35.574406,6.803304,2,205725
15,912447,29.211445,13.835614,2,-6.5199037,34.259865,0,912447
16,820745,9.448086,-40.8272,1,-20.509548,-33.366707,3,820745
17,562446,-21.396687,13.521884,3,29.857521,-23.011148,1,562446
18,878877,-9.966548,39.574528,0,23.794659,5.9998307,1,878877
19,268850,-8.441816,27.47374,0,18.433575,38.215553,0,268850
20,107220,-1.7919878,-11.662789,3,-19.18868,-7.9796367,2,107220
21,749058,-17.505081,-26.585455,3,6.916654,-35.837154,3,749058
22,952863,24.668207,-9.968606,2,-22.667126,21.732582,0,952863
23,108222,-8.080711,40.0874,0,28.075619,32.01465,0,108222
24,107422,-1.5149088,-24.895748,1,-25.140959,8.292541,2,107422
25,227432,-4.3052845,46.9743,0,10.520383,44.34646,0,227432
26,138231,-8.007176,6.8577013,3,17.024,-1.9677185,1,138231
27,196750,15.016005,-29.53456,1,-9.741205,-4.8296437,2,196750
28,159138,16.563864,42.479694,0,6.484499,41.04461,0,159138
29,204420,15.506141,-16.222956,1,-14.946202,6.2726307,2,204420
30,129937,0.6181766,-36.275047,1,-17.336887,-32.65328,3,129937
31,894067,18.466677,8.618714,2,-6.5343103,1.6518016,2,894067
32,392447,27.439243,17.463158,2,-4.7766676,35.7876,0,392447
33,169141,-4.9356656,39.20945,0,24.841238,32.495995,0,169141
34,121315,-23.959997,4.363378,3,22.719131,-19.217442,1,121315
35,188448,-28.64319,4.95142,3,17.77006,-27.547737,1,188448
36,168745,3.7813075,46.33867,0,36.622757,-10.182448,1,168745
37,199655,9.595469,-25.391985,1,-27.01003,-8.868251,2,199655
38,192439,0.3795974,-39.646683,1,-25.277058,-28.797464,2,192439
39,871762,23.18096,-11.557794,2,-20.162056,22.393143,0,871762
40,389357,-30.882786,-2.4162333,3,13.924553,-11.244659,1,389357
41,193845,-1.4209518,26.088398,0,11.888598,10.032867,1,193845
42,151728,-13.581589,-29.239391,1,-18.90235,-24.606464,2,151728
43,134425,-4.225504,33.142147,0,18.313246,33.14211,0,134425
44,178950,-11.056242,-0.067037016,3,11.45282,-1.4707005,1,178950
45,626648,-20.417892,39.500027,0,25.189127,22.733974,0,626648
46,209329,-23.214872,-11.95881,3,-6.3387594,-23.731665,3,209329
47,122418,0.93664193,26.591312,0,11.009225,15.093177,1,122418
48,101309,21.398546,14.837008,2,0.9763191,18.271307,0,101309
49,424939,-8.598518,22.351973,0,17.938251,17.356922,1,424939
50,154734,1.2035357,43.037895,0,21.957397,36.890438,0,154734
51,152831,16.004282,-29.306946,1,-7.9754906,-5.615006,2,152831
52,720337,-34.966106,-11.199777,3,7.5377684,-30.12295,3,720337
53,667056,2.7666264,27.63467,0,23.83071,-4.0021315,1,667056
54,136227,34.914192,-7.3977427,2,-22.616068,28.817165,0,136227
55,151930,27.403868,-9.027155,2,-28.676525,16.173397,2,151930
56,154330,28.82822,-10.936228,2,-25.951723,19.61919,0,154330
57,207628,23.541746,20.933367,2,0.7145167,19.703823,0,207628
58,118124,-1.1092597,-7.7329035,3,-12.43597,-11.344436,2,118124
59,792766,29.009386,9.494509,2,-2.792662,1.4168761,2,792766
60,212419,13.181804,34.55274,0,12.999348,35.794086,0,212419
61,584355,10.532657,33.407066,0,36.84481,-13.97219,1,584355
62,715950,-33.04742,-14.552425,3,2.321888,-34.35909,3,715950
63,209834,-34.8534,-7.0913353,3,7.833759,-33.899113,3,209834
64,675661,-39.30527,-0.6271981,3,25.558577,4.5110216,1,675661
65,436845,29.681232,4.4192395,2,-4.039533,34.830044,0,436845
66,953764,33.17571,-7.0075126,2,-17.526054,26.270205,0,953764
67,663755,-27.488047,34.079556,0,25.929266,8.071883,1,663755
68,943862,8.631887,-47.666718,1,-36.267296,-17.43254,2,943862
69,578158,29.785381,16.294184,2,-5.1627626,39.269012,0,578158
70,186040,22.947933,-33.374733,1,-36.17685,1.8181874,2,186040
71,104820,-7.4229555,-47.536465,1,-18.487606,-36.98243,3,104820
72,896879,-21.237003,37.56866,0,27.46958,17.406895,1,896879
73,366446,19.536179,10.028088,2,-1.5714527,-0.31710097,1,366446
74,200917,-20.871058,32.582516,0,21.718977,18.652561,1,200917
75,580650,-20.278458,30.487661,0,24.22134,36.339718,0,580650
76,194645,-0.82063997,-44.410076,1,-25.397772,-35.870663,3,194645
77,151829,14.912553,32.987823,0,15.899053,39.31213,0,151829
78,137532,34.248158,-6.0345464,2,-19.440842,29.231821,0,137532
79,810843,-32.998383,-20.974281,3,-3.1463442,-34.24526,3,810843
80,153429,3.9250922,27.825655,0,0.126477,28.454948,0,153429
81,580751,-35.806946,-14.621687,3,1.294182,-36.506176,3,580751
82,270332,1.3196309,28.163446,0,12.487596,26.543724,0,270332
83,185947,4.5514483,-28.626875,1,-14.642871,-10.725223,2,185947
84,627549,-4.6018558,9.609677,2,29.83137,-5.25706,1,627549
85,167036,11.979922,-18.644548,1,-18.540148,0.3145485,2,167036
86,173536,13.5118685,7.500074,2,3.484091,-0.5296647,1,173536
87,517239,-3.4835355,18.037394,2,19.167854,23.013792,0,517239
88,555348,-13.762713,-24.83022,3,-13.089617,-20.256855,2,555348
89,151324,1.0234455,29.377651,0,17.222239,39.669506,0,151324
90,133928,2.5148466,50.057503,0,33.89421,-21.76589,1,133928
91,111312,5.565014,-42.25941,1,-20.569788,-34.458225,3,111312
92,146634,15.096836,29.301678,2,1.3607516,32.8223,0,146634
93,212015,16.446194,5.1559663,2,-9.607796,4.918836,2,212015
94,397154,-22.937605,13.908112,3,37.20774,0.4763469,1,397154
95,634748,-31.413435,-13.46952,3,0.15831788,-32.21827,3,634748
96,165638,-19.996595,4.3048606,3,22.20183,27.200996,0,165638
97,165436,-7.554996,-40.43183,1,-23.324326,-27.500816,2,165436
98,305830,-29.344189,-12.65328,3,8.0780945,-27.521858,3,305830
99,433839,-21.645338,27.150948,0,20.868752,11.260881,1,433839
100,353740,-5.2646346,-50.605373,1,-26.36889,-27.918398,2,353740
101,135528,0.16209583,-46.955814,1,-30.855957,-26.38815,2,135528
102,133625,18.099943,-37.991875,1,-28.191795,-11.640762,2,133625
103,113619,16.548096,7.8536224,2,-11.798536,6.21989,2,113619
104,173738,29.607485,-9.613835,2,-35.60291,7.7985563,2,173738
105,111211,27.17715,22.733337,2,0.41714036,41.938652,0,111211
106,105620,-3.5364926,-35.014957,1,-17.274181,-37.420437,3,105620
107,136126,4.9891963,-29.19443,1,-23.014881,-34.737526,3,136126
108,146432,-37.781715,-11.748849,3,5.964544,-36.670414,3,146432
109,113215,-0.6530983,-25.387506,1,-26.096294,12.195631,2,113215
110,181232,-25.501793,-16.789438,3,31.812096,12.68013,1,181232
111,930449,-26.02507,21.32487,3,21.907831,10.41224,1,930449
112,118528,-41.330654,-5.0851912,3,10.158396,-34.379025,3,118528
113,173132,29.082218,-2.7886145,2,-18.072012,27.609402,0,173132
114,203721,-3.746643,-39.896942,1,-24.60206,-27.242592,2,203721
115,237334,-19.856628,37.243347,0,24.297781,25.21725,0,237334
116,144226,3.179635,47.289467,0,38.824715,-8.770843,1,144226
117,115825,-17.393358,40.43694,0,24.06576,30.698606,0,115825
118,361234,25.369621,4.051038,2,-4.5798283,16.26174,0,361234
119,136833,14.744742,-13.902143,2,-17.674646,4.328936,2,136833
120,573451,-29.031567,34.261715,0,24.172943,10.38008,1,573451
121,211215,13.421518,-21.340296,1,-20.223158,-4.842656,2,211215
122,169747,8.361077,43.681404,0,12.031037,45.650166,0,169747
123,686969,10.058864,11.142973,2,-5.2870607,5.449057,2,686969
124,298051,-22.984911,9.337819,3,21.995872,-22.34138,1,298051
125,849971,-3.583709,-38.927807,1,-31.253887,-23.933445,2,849971
126,173839,36.112587,2.7585032,2,13.434942,34.967392,0,173839
127,170631,13.34156,29.090824,2,35.873714,-7.9383693,1,170631
128,136631,-3.3787766,-22.173988,1,-26.099716,-8.217778,2,136631
129,687163,1.5145515,31.489246,0,12.998034,27.60264,0,687163
130,365343,9.24323,-30.922966,1,-11.254684,-7.7985306,2,365343
131,512835,-10.42748,-20.825542,3,10.263305,-5.69085,1,512835
132,395958,-20.318558,-0.7493123,3,22.347456,-10.595544,1,395958
133,654754,-34.54857,-17.84789,3,-6.0492563,-32.869812,3,654754
134,329844,16.1452,9.66194,2,-6.8756065,5.543848,2,329844
135,683256,-10.473154,-47.576305,1,-17.275982,-38.968098,3,683256
136,214524,15.692651,-40.60821,1,-33.830868,-18.596134,2,214524
137,111009,-7.600293,23.321041,0,10.905302,7.9515977,1,111009
138,412528,0.771033,-9.137281,2,-13.491727,5.453509,2,412528
139,723141,34.9821,-9.207782,2,-23.233585,27.223038,0,723141
140,540436,17.881325,-33.876926,1,-25.711836,2.1428545,2,540436
141,132118,-21.02585,0.2517897,3,22.811644,-8.703034,1,132118
142,190031,13.542967,27.986483,2,33.82434,-6.277776,1,190031
143,188751,13.825003,10.412747,2,2.4161704,-0.62148905,1,188751
144,108525,9.940515,-24.32829,1,-32.516666,-0.6312411,2,108525
145,168038,-18.615973,29.872883,0,23.57329,37.842583,0,168038
146,129129,-13.696679,-14.193394,3,6.7522936,-18.394321,1,129129
147,615441,10.141312,-7.985281,2,-25.438826,6.723646,2,615441
148,134728,-13.917183,4.0029907,3,-1.2124418,-14.913267,1,134728
149,162329,-16.01523,-28.991255,1,-10.631264,-31.156717,3,162329
150,217126,34.65057,3.452413,2,-13.614079,33.17999,0,217126
151,110007,-30.527716,12.222397,3,28.879927,-18.441698,1,110007
152,168947,3.3866389,25.736115,0,3.102348,28.099808,0,168947
153,142626,12.797465,43.251358,0,15.290429,42.659126,0,142626
154,583858,-31.696308,-21.688015,3,-4.5531864,-37.396076,3,583858
155,814548,-0.311745,-33.00741,1,-21.321314,-15.10787,2,814548
156,206828,-41.025116,-3.3828118,3,8.785614,-36.464233,3,206828
157,571548,-3.1924682,36.644962,0,16.995436,33.61072,0,571548
158,611938,-37.75622,3.458318,3,14.535668,-31.769539,3,611938
159,869472,-3.9307764,2.0312924,2,10.912225,15.88947,0,869472
160,833148,-0.85468745,35.518436,0,16.002197,31.176071,0,833148
161,825553,32.75358,-1.1174655,2,-23.324781,25.58656,0,825553
162,568963,4.24915,-21.653328,1,-10.999213,-23.559162,3,568963
163,208226,-12.902041,3.9494927,3,24.892395,2.2434998,1,208226
164,176845,1.8546649,-17.497559,1,-21.07664,-0.91791743,2,176845
165,618952,24.014462,-5.8730454,2,-26.785946,16.269506,2,618952
166,144832,-35.30595,7.7174973,3,26.60108,6.3614774,1,144832
167,124220,-32.632416,-18.619354,3,-4.4274735,-35.960262,3,124220
168,153934,-40.376472,0.35449868,3,22.716812,3.6213691,1,153934
169,303624,-28.391075,-5.3836155,3,11.465684,-14.813341,1,303624
170,144125,11.753437,2.6571143,2,-2.0182526,10.568161,0,144125
171,664757,-28.723587,2.364062,3,19.118458,-19.97133,1,664757
172,159845,33.791496,11.286053,2,-10.504891,36.95809,0,159845
173,792867,-30.343334,-21.255474,3,-24.168262,-11.4163475,2,792867
174,827052,-5.5991254,1.3756096,3,11.2071905,12.807757,1,827052
175,214625,-1.0814011,-47.672066,1,-28.541292,-28.699324,2,214625
176,919966,-3.6106555,-48.402412,1,-22.047266,-38.692932,3,919966
177,137431,6.8228526,1.0939997,2,34.02338,5.2450037,1,137431
178,114621,23.795183,-10.792762,2,-21.446495,21.28269,0,114621
179,107725,-5.8487654,7.324725,3,15.998477,-3.2180488,1,107725
180,145127,-27.861265,13.490358,3,31.978521,-19.610409,1,145127
181,141119,-22.33484,9.79248,3,23.41114,-23.259192,1,141119
182,894774,-37.77983,-1.1897205,3,9.145762,-28.97175,3,894774
183,128632,-1.7060473,45.06903,0,7.8087378,41.95607,0,128632
184,702133,-28.11084,33.063225,0,24.99456,12.100824,1,702133
185,114924,-2.690313,27.479984,0,11.142951,26.948912,0,114924
186,151223,-20.827324,12.777733,3,34.324677,-11.615035,1,151223
187,856463,-10.767466,-29.982718,1,-13.428879,-27.07433,3,856463
188,753150,5.211474,23.977304,2,4.371259,31.313509,0,753150
189,645551,-21.689156,35.980743,0,29.715645,13.219436,1,645551
190,168139,-21.342312,-8.795556,3,-5.334215,-15.70301,2,168139
191,249947,-3.7122693,39.63224,0,15.654839,37.913013,0,249947
192,204622,17.891108,-27.161392,1,-10.756193,-5.3165092,2,204622
193,529549,12.998131,41.873028,0,5.540378,42.639305,0,529549
194,157942,-6.701766,-33.317207,1,-12.026614,-26.741217,3,157942
195,208327,-2.4395099,-1.4844949,2,14.14144,13.744122,1,208327
196,134324,16.51142,43.334988,0,7.350822,40.099964,0,134324
197,126325,-9.212464,1.7239549,3,16.538528,-9.169652,1,126325
198,103010,12.653922,6.326174,2,7.2094154,-9.074505,1,103010
199,166640,-27.656511,11.005844,3,32.401802,-18.777561,1,166640
200,214221,3.7093415,-29.90646,1,-20.410803,-14.73773,2,214221
201,810439,-9.470287,36.555443,0,33.975735,1.7434804,1,810439
202,616645,-22.177753,-0.16282082,3,23.150797,-6.4287205,1,616645
203,227533,-10.599681,-45.78175,1,-16.210241,-37.951244,3,227533
204,192136,25.326366,0.6366138,2,-26.699064,-2.5837574,2,192136
205,206525,24.70337,-25.346525,1,-28.33726,-1.8659781,2,206525
206,604537,-8.226751,24.235964,0,15.958238,13.617721,1,604537
207,987983,-1.7829105,34.79287,0,19.56333,27.974129,0,987983
208,183741,-2.2626753,-3.1219807,2,-18.269863,-6.175917,2,183741
209,263436,-22.191103,4.6448913,3,25.53332,-17.578821,1,263436
210,573249,-7.3451366,40.907677,0,27.089842,31.532978,0,573249
211,173435,-32.974792,-19.758701,3,-2.6064527,-32.289867,3,173435
212,588565,-23.727993,21.56164,3,27.127626,-19.127197,1,588565
213,901139,22.065939,-25.25626,1,-29.438618,-3.5527802,2,901139
214,194443,1.3364657,24.499878,0,6.580115,9.471454,1,194443
215,749361,6.209303,45.195633,0,40.69502,-9.080719,1,749361
216,486759,13.237138,-14.602106,2,-20.233265,0.4288755,2,486759
217,877168,19.80026,15.8245325,2,-3.5260496,16.5486,0,877168
218,151021,-1.0040374,36.612568,0,22.412043,30.241793,0,151021
219,150423,-27.092754,6.3815393,3,18.511133,-26.00053,1,150423
220,114318,8.538954,-47.034077,1,-34.47851,-16.054417,2,114318
221,150928,-13.157073,2.8337743,3,24.49385,0.7531837,1,150928
222,561242,17.6186,-37.410896,1,-28.149906,-10.432837,2,561242
223,309636,-18.71677,6.312244,3,23.601988,-5.0681105,1,309636
224,200513,-9.468291,26.430279,0,16.70666,17.364727,1,200513
225,406836,10.323376,43.179394,0,4.090751,44.37483,0,406836
226,200311,8.582241,7.572239,2,-7.26616,-2.014849,2,200311
227,381038,-1.0627089,-19.581255,1,-6.5803847,-16.588013,2,381038
228,172130,0.15578304,-32.11365,1,-19.77159,-12.445917,2,172130
229,519950,-28.22995,7.5444217,3,19.75553,-26.436346,1,519950
230,139637,30.354572,14.572891,2,-11.165181,34.85455,0,139637
231,131217,-12.4986315,-2.524412,3,11.958639,-9.015438,1,131217
232,180533,5.4488792,-14.246205,1,-28.985115,6.032129,2,180533
233,196346,11.231156,-44.19726,1,-39.45124,-21.61754,2,196346
234,133019,-40.86187,-1.9805181,3,28.787275,14.682091,1,133019
235,199150,-30.9652,14.33408,3,33.28036,-22.578829,1,199150
236,910241,-26.498823,18.751675,3,29.28097,-17.12366,1,910241
237,597869,-9.68496,-22.28766,1,-7.809507,-22.74813,3,597869
238,189450,-4.2823997,-49.88961,1,5.4919195,-40.182804,3,189450
239,165941,5.973943,24.726238,2,2.0445094,29.094833,0,165941
240,182840,-35.45207,-17.6449,3,-4.0231857,-33.776337,3,182840
241,100307,31.356802,-1.4395533,2,-33.13657,14.360411,2,100307
242,141826,-25.513388,16.612389,3,36.768772,-8.309372,1,141826
243,371843,-9.37484,-10.139827,3,9.183807,-14.504572,1,371843
244,143325,11.673336,28.932854,0,14.81166,40.653847,0,143325
245,510225,14.229576,31.745789,0,16.444878,42.183044,0,510225
246,173940,7.7774944,22.03231,2,-1.3260468,14.471501,0,173940
247,187345,-40.004765,-3.4708889,3,10.5857935,-35.97595,3,187345
248,160830,8.070105,-36.33173,1,-34.545246,6.346501,2,160830
249,378756,7.3260036,-3.089853,2,-31.096437,15.865713,2,378756
250,145531,9.538855,33.991558,0,37.891247,-11.161659,1,145531
251,818859,1.0230713,-48.65909,1,-24.287607,-37.14003,3,818859
252,106319,-24.483292,35.650105,0,21.135443,16.405195,1,106319
253,933253,-15.6421795,-12.299354,3,23.593996,-13.073306,1,933253
254,510326,19.22275,17.90821,2,0.9266529,15.773366,0,510326
255,119126,15.249278,-10.501607,2,-22.604233,6.1537056,2,119126
256,176744,22.167265,-32.491768,1,-26.257872,20.60921,0,176744
257,213421,25.600376,19.721302,2,-5.0889397,37.519604,0,213421
258,154835,18.67805,-22.907484,1,-13.532604,-9.886972,2,154835
259,202820,13.270642,-16.662569,1,-15.444505,2.8273265,2,202820
260,571144,5.9494166,-21.317385,1,-25.12869,-11.612397,2,571144
261,185442,11.638161,-45.217003,1,-39.406326,-20.697882,2,185442
262,346137,15.397517,-20.330225,1,-22.818436,-5.128903,2,346137
263,197651,1.5442617,-47.274906,1,-29.490417,-27.335884,2,197651
264,361941,-34.022854,0.21610871,3,16.49171,-32.88371,3,361941
265,140319,5.567982,-15.18743,1,-26.123823,15.621375,2,140319
266,123117,5.08767,-16.42014,1,-21.361242,-13.515462,2,123117
267,690152,11.602804,42.952362,0,2.879788,41.80421,0,690152
268,172635,-15.526855,37.446655,0,22.972319,23.313122,0,172635
269,151526,-9.901717,38.365612,0,24.232672,-6.0469913,1,151526
270,901442,-12.281897,-14.760022,3,7.2960873,-19.361155,1,901442
271,140117,-28.301054,35.430584,0,25.289911,11.05138,1,140117
272,185846,-19.329151,1.9917892,3,20.852238,27.173794,0,185846
273,562345,-31.790798,-14.778799,3,2.5721178,-30.857561,3,562345
274,153227,28.347942,-26.405432,1,-25.123482,29.507055,0,153227
